"","date","95% lower bound","median","95% upper bound"
"1",2019-01-01,0.0606743661197594,0.133377846441139,0.210806936676072
"2",2019-01-02,0.124644341196614,0.222650488741109,0.32604935971955
"3",2019-01-03,0.172384883815758,0.284572917961924,0.394458236400475
"4",2019-01-04,-0.0183428680879453,0.061165085531885,0.137075544958461
"5",2019-01-05,-0.143482404579393,-0.0833108695431562,-0.0179620342432277
"6",2019-01-06,-0.156116592203111,-0.0931620457976222,-0.0367454313257444
"7",2019-01-07,-0.124148946975788,-0.0588908000784081,0.00175486778802466
"8",2019-01-08,-0.103014027860383,-0.0354202849547158,0.0248707872760524
"9",2019-01-09,-0.0505187048674758,0.0145076623251203,0.0761307248615161
"10",2019-01-10,-0.00437648744186148,0.0641747213123502,0.133790361834456
"11",2019-01-11,0.0150340376283316,0.0857660509105203,0.162286850828089
"12",2019-01-12,0.0978590984801828,0.167705541238536,0.23860847257655
"13",2019-01-13,0.0887151503419531,0.161757166600906,0.238642770972026
"14",2019-01-14,0.196008128386471,0.252605823903946,0.308150494298868
"15",2019-01-15,0.226893481638384,0.280653620672481,0.332475177983201
"16",2019-01-16,0.136145318127839,0.206210599831667,0.27103425779304
"17",2019-01-17,0.212884264298027,0.265291761931624,0.319326143304724
"18",2019-01-18,0.198353258708897,0.257270578347043,0.317505992725637
"19",2019-01-19,0.243684116047004,0.300955195622322,0.358127094593411
"20",2019-01-20,0.239673718255331,0.301791422130395,0.360866443508624
"21",2019-01-21,0.259117785423532,0.328587937409235,0.396990494207965
"22",2019-01-22,0.268233921652651,0.338589494356648,0.403684783557161
"23",2019-01-23,0.133340770357771,0.193845786675981,0.251939815517304
"24",2019-01-24,0.201637401079116,0.26288065411788,0.318921978351177
"25",2019-01-25,0.208687202064017,0.270753385803193,0.332093419289495
"26",2019-01-26,0.164320015750763,0.226120442395055,0.288143256508413
"27",2019-01-27,0.167881187347395,0.231783653947692,0.296795706460918
"28",2019-01-28,0.238406543414327,0.306380509997158,0.369458791557032
"29",2019-01-29,0.178244606281694,0.248332338387468,0.313799119729229
"30",2019-01-30,0.053269275120701,0.128547801672424,0.200398472590763
"31",2019-02-01,0.0486223748563852,0.12166664320507,0.187833554281027
"32",2019-02-02,0.132585477749942,0.179706898102915,0.224492456500236
"33",2019-02-03,0.176922643971283,0.218533737363253,0.260961662375151
"34",2019-02-04,0.257202530633668,0.298131387357059,0.341319678571407
"35",2019-02-05,0.231526694186006,0.281815060257778,0.329196398285877
"36",2019-02-06,0.17968280228994,0.22882003842235,0.272870700186651
"37",2019-02-07,0.0582704885258914,0.106035825838835,0.148421063149284
"38",2019-02-08,0.173141876005231,0.208170504128575,0.238706163037426
"39",2019-02-09,0.158998915302275,0.1919587699713,0.222784199081714
"40",2019-02-10,0.0785783717865745,0.133124601715307,0.183485907724199
"41",2019-02-11,0.0934239867924879,0.160627284827639,0.218607139536216
"42",2019-02-12,0.215003517210585,0.265576257588071,0.31485824965457
"43",2019-02-13,0.234167928890869,0.287995215783912,0.33867334047474
"44",2019-02-14,0.265181093854737,0.314601967613505,0.367139471208395
"45",2019-02-15,0.0814532093123671,0.124173335078386,0.16408851305939
"46",2019-02-16,-0.190532091155113,-0.13492670117485,-0.0741268107288517
"47",2019-02-17,-0.392693964198064,-0.331967997007241,-0.257930184970835
"48",2019-02-18,-0.488157753457028,-0.434095246213781,-0.363291345415882
"49",2019-02-19,-0.333167017808915,-0.280182935548166,-0.231361060317947
"50",2019-02-20,-0.207701963573836,-0.155049117381519,-0.101060856247054
"51",2019-02-21,-0.107873339258527,-0.0636456826512762,-0.0143998180272133
"52",2019-02-22,0.0721809676256281,0.12354954476481,0.177393624246175
"53",2019-02-23,0.138525692075459,0.192445314270029,0.248979820039122
"54",2019-02-24,0.0705459802083483,0.127750710675174,0.18678028404989
"55",2019-02-25,0.0545703645875801,0.119461186630696,0.186617787029866
"56",2019-02-26,0.111908697936536,0.174823625752133,0.237980162047255
"57",2019-02-27,0.0229089220417983,0.0848270926072603,0.143749663900049
"58",2019-03-01,0.0485598657139205,0.0955996303936466,0.147914090928316
"59",2019-03-02,0.0828932335803178,0.148886126801468,0.212841509720658
"60",2019-03-03,0.140571202284214,0.210418392264054,0.274118186389559
"61",2019-03-04,0.125818468689715,0.210755433673411,0.300347817066874
"62",2019-03-05,0.0325648501972486,0.103854878901906,0.178776719538313
"63",2019-03-06,0.0938025736084487,0.159722101777882,0.227660193664044
"64",2019-03-07,0.20681510956732,0.266039848516585,0.32993673183119
"65",2019-03-08,0.231607351735183,0.303516813446734,0.370002831787502
"66",2019-03-09,0.220972558343222,0.288572810259384,0.352752278639717
"67",2019-03-10,0.25645055941003,0.323751056864771,0.391615643003222
"68",2019-03-11,0.156415844655893,0.238652757614064,0.312824317278292
"69",2019-03-12,0.197686240513997,0.272811102846364,0.345138896840435
"70",2019-03-13,0.174588943865154,0.23752760125894,0.302765373130923
"71",2019-03-14,0.118053879373402,0.177845584063982,0.237265471925349
"72",2019-03-15,0.139178363944571,0.188267634757096,0.236489185786287
"73",2019-03-16,0.244569518713634,0.282573828737336,0.322516951791175
"74",2019-03-17,0.320941150119129,0.36491418394795,0.411320727229832
"75",2019-03-18,0.32343020773892,0.371283434255219,0.423403376753137
"76",2019-03-19,0.223783575077467,0.279316181954828,0.335155529936531
"77",2019-03-20,0.124127617281059,0.182760636785644,0.234836773178595
"78",2019-03-21,0.102013273469987,0.165029692751155,0.222898033177552
"79",2019-03-22,0.098401074366142,0.16380815678097,0.222213804639563
