"","date","Alsace","Aquitaine","Auvergne","Basse-Normandie","Bourgogne","Bretagne","Centre","Champagne-Ardenne","Franche-Comté","Haute-Normandie","Île-de-France","Languedoc-Roussillon","Limousin","Lorraine","Midi-Pyrénées","Nord-Pas-de-Calais","Pays-de-la-Loire","Picardie","Poitou-Charentes","Provence-Alpes-Côte-dAzur","Rhône-Alpes"
"1",2021-01-03,24.8275862068966,12.4137931034483,0,84.2758620689655,34,23.6785714285714,32.0357142857143,0,37.7358490566038,35.0943396226415,26,25.1698113207547,63.4146341463415,19,22.2439024390244,41.6842105263158,35.7894736842105,0,90.6666666666667,31.16,24.9333333333333
"2",2021-01-10,29.7931034482759,6.20689655172414,44.8275862068965,59.9655172413793,47.3571428571429,28.2321428571429,0,103.571428571429,88.6792452830189,35.0943396226415,21,19.9622641509434,68.2926829268293,31,17.609756097561,36.9473684210526,22.3684210526316,30.2631578947368,86.6666666666667,25.08,19.8
"3",2021-01-17,44.6896551724138,17.0689655172414,53.448275862069,40.5172413793103,47.3571428571429,28.2321428571429,33.2678571428571,0,186.792452830189,36.2641509433962,25,13.0188679245283,180.487804878049,17,26.8780487804878,46.4210526315789,21.25,17.1052631578947,72,34.96,25.6666666666667
"4",2021-01-24,0,17.8448275862069,0,35.6551724137931,20.6428571428571,26.4107142857143,23.4107142857143,51.7857142857143,0,0,22,37.3207547169811,78.0487804878049,20,22.2439024390244,41.6842105263158,38.0263157894737,23.6842105263158,78.6666666666667,28.12,26.4
"5",2021-01-31,19.8620689655172,13.1896551724138,75.8620689655172,0,26.7142857142857,35.5178571428571,19.7142857142857,69.6428571428572,98.1132075471698,25.7358490566038,23,12.1509433962264,0,30,13.9024390243902,38.8421052631579,64.8684210526316,52.6315789473684,58.6666666666667,35.72,23.4666666666667
"6",2021-02-07,19.8620689655172,18.6206896551724,0,38.8965517241379,27.9285714285714,22.7678571428571,35.7321428571429,94.6428571428572,0,28.0754716981132,20,15.622641509434,78.0487804878049,10,16.6829268292683,23.6842105263158,29.0789473684211,44.7368421052632,41.3333333333333,33.44,27.8666666666667
"7",2021-02-14,37.2413793103448,14.7413793103448,103.448275862069,111.827586206897,0,43.7142857142857,25.875,53.5714285714286,45.2830188679245,56.1509433962264,28,0,160.975609756098,30,21.3170731707317,40.7368421052632,69.3421052631579,76.3157894736842,46.6666666666667,25.84,35.2
"8",2021-02-21,16.1379310344828,18.6206896551724,105.172413793103,77.7931034482759,34,20.0357142857143,54.2142857142857,0,64.1509433962264,31.5849056603774,27,19.0943396226415,95.1219512195122,18,15.7560975609756,41.6842105263158,88.3552631578947,128.947368421053,0,33.44,27.8666666666667
"9",2021-02-28,43.448275862069,20.1724137931034,89.6551724137931,137.758620689655,66.7857142857143,33.6964285714286,34.5,114.285714285714,111.320754716981,12.8679245283019,26,16.4905660377358,65.8536585365854,36,18.5365853658537,55.8947368421053,46.9736842105263,0,114.666666666667,35.72,35.9333333333333
"10",2021-03-07,26.0689655172414,15.5172413793103,25.8620689655172,71.3103448275862,42.5,20.0357142857143,59.1428571428571,132.142857142857,41.5094339622642,0,25,11.2830188679245,63.4146341463415,7,25.9512195121951,51.1578947368421,53.6842105263158,21.0526315789474,38.6666666666667,29.64,26.4
"11",2021-03-14,40.9655172413793,6.98275862068965,68.9655172413793,58.3448275862069,48.5714285714286,36.4285714285714,25.875,51.7857142857143,33.9622641509434,58.4905660377358,21,25.1698113207547,97.5609756097561,38,25.0243902439024,46.4210526315789,61.5131578947368,35.5263157894737,64,22.04,22.7333333333333
"12",2021-03-21,36,20.948275862069,48.2758620689655,55.1034482758621,13.3571428571429,27.3214285714286,41.8928571428571,53.5714285714286,67.9245283018868,37.4339622641509,27,33.8490566037736,48.780487804878,36,0,34.1052631578947,46.9736842105263,40.7894736842105,73.3333333333333,21.28,30.0666666666667
"13",2021-03-28,26.0689655172414,34.9137931034483,82.7586206896552,34.0344827586207,31.5714285714286,30.9642857142857,56.6785714285714,41.0714285714286,47.1698113207547,50.3018867924528,29,30.377358490566,87.8048780487805,32,20.390243902439,30.3157894736842,64.8684210526316,57.8947368421053,56,38.76,23.4666666666667
"14",2021-04-04,16.1379310344828,22.5,50,66.448275862069,14.5714285714286,27.3214285714286,60.375,58.9285714285714,54.7169811320755,46.7924528301887,26,29.5094339622642,68.2926829268293,7,27.8048780487805,44.5263157894737,38.0263157894737,60.5263157894737,54.6666666666667,25.08,27.8666666666667
"15",2021-04-11,22.3448275862069,24.051724137931,62.0689655172414,0,0,26.4107142857143,43.125,41.0714285714286,188.679245283019,0,26,19.9622641509434,97.5609756097561,0,16.6829268292683,54.9473684210526,55.921052631579,32.8947368421053,21.3333333333333,28.12,34.4666666666667
"16",2021-04-18,26.0689655172414,24.8275862068966,37.9310344827586,79.4137931034483,23.0714285714286,16.3928571428571,51.75,76.7857142857143,49.0566037735849,23.3962264150943,30,18.2264150943396,195.121951219512,34,24.0975609756098,68.2105263157895,40.2631578947368,0,38.6666666666667,29.64,32.2666666666667
"17",2021-04-25,43.448275862069,15.5172413793103,60.3448275862069,74.551724137931,12.1428571428571,30.9642857142857,18.4821428571429,58.9285714285714,41.5094339622642,28.0754716981132,27,16.4905660377358,100,13,19.4634146341463,21.7894736842105,53.6842105263158,97.3684210526316,65.3333333333333,30.4,24.9333333333333
"18",2021-05-02,44.6896551724138,24.8275862068966,41.3793103448276,56.7241379310345,0,32.7857142857143,40.6607142857143,103.571428571429,88.6792452830189,21.0566037735849,25,19.0943396226415,109.756097560976,27,9.26829268292683,25.5789473684211,54.8026315789474,69.7368421052632,76,31.16,22
"19",2021-05-09,24.8275862068966,18.6206896551724,58.6206896551724,106.965517241379,0,10.0178571428571,39.4285714285714,0,81.1320754716981,28.0754716981132,30,19.9622641509434,243.90243902439,12,21.3170731707317,56.8421052631579,51.4473684210526,57.8947368421053,34.6666666666667,37.24,25.6666666666667
"20",2021-05-16,12.4137931034483,17.8448275862069,82.7586206896552,68.0689655172414,36.4285714285714,20.9464285714286,49.2857142857143,82.1428571428572,135.849056603774,32.7547169811321,24,19.9622641509434,73.1707317073171,16,21.3170731707317,51.1578947368421,53.6842105263158,35.5263157894737,105.333333333333,39.52,37.4
"21",2021-05-23,47.1724137931035,10.0862068965517,31.0344827586207,0,32.7857142857143,22.7678571428571,48.0535714285714,121.428571428571,83.0188679245283,16.377358490566,31,29.5094339622642,87.8048780487805,16,17.609756097561,55.8947368421053,73.8157894736842,21.0526315789474,58.6666666666667,40.28,34.4666666666667
"22",2021-05-30,70.7586206896552,25.6034482758621,29.3103448275862,51.8620689655172,47.3571428571429,36.4285714285714,38.1964285714286,123.214285714286,77.3584905660377,35.0943396226415,26,16.4905660377358,0,11,16.6829268292683,46.4210526315789,63.75,0,34.6666666666667,38,22
"23",2021-06-06,29.7931034482759,19.3965517241379,34.4827586206897,79.4137931034483,19.4285714285714,23.6785714285714,62.8392857142857,119.642857142857,88.6792452830189,29.2452830188679,34,23.4339622641509,158.536585365854,16,21.3170731707317,36.9473684210526,39.1447368421053,76.3157894736842,86.6666666666667,29.64,27.1333333333333
"24",2021-06-13,24.8275862068966,24.8275862068966,103.448275862069,37.2758620689655,23.0714285714286,21.8571428571429,33.2678571428571,92.8571428571429,0,47.9622641509434,28,24.3018867924528,0,20,23.1707317073171,44.5263157894737,61.5131578947368,93.421052631579,56,35.72,26.4
"25",2021-06-20,38.4827586206897,19.3965517241379,25.8620689655172,71.3103448275862,52.2142857142857,20.0357142857143,34.5,0,52.8301886792453,33.9245283018868,25,10.4150943396226,231.707317073171,25,26.8780487804878,31.2631578947368,33.5526315789474,125,73.3333333333333,37.24,30.8
"26",2021-06-27,19.8620689655172,13.9655172413793,51.7241379310345,22.6896551724138,32.7857142857143,20.0357142857143,48.0535714285714,75,39.622641509434,38.6037735849057,18,4.33962264150943,0,14,23.1707317073171,21.7894736842105,35.7894736842105,25,116,22.04,24.9333333333333
"27",2021-07-04,34.7586206896552,26.3793103448276,120.689655172414,68.0689655172414,54.6428571428571,39.1607142857143,59.1428571428571,64.2857142857143,71.6981132075472,12.8679245283019,21,31.2452830188679,0,32,22.2439024390244,46.4210526315789,95.0657894736842,93.421052631579,65.3333333333333,31.16,26.4
"28",2021-07-11,31.0344827586207,13.1896551724138,172.413793103448,58.3448275862069,0,0,29.5714285714286,60.7142857142857,105.660377358491,0,28,16.4905660377358,73.1707317073171,17,35.219512195122,60.6315789473684,38.0263157894737,96.0526315789474,133.333333333333,34.96,25.6666666666667
"29",2021-07-18,13.6551724137931,22.5,101.724137931034,92.3793103448276,48.5714285714286,12.75,32.0357142857143,178.571428571429,0,65.5094339622642,19,14.7547169811321,0,21,0,46.4210526315789,22.3684210526316,51.3157894736842,24,29.64,20.5333333333333
"30",2021-07-25,16.1379310344828,27.1551724137931,0,45.3793103448276,0,23.6785714285714,71.4642857142857,169.642857142857,81.1320754716981,30.4150943396226,20,16.4905660377358,0,26,23.1707317073171,50.2105263157895,51.4473684210526,97.3684210526316,76,24.32,16.8666666666667
"31",2021-08-01,50.8965517241379,26.3793103448276,81.0344827586207,152.344827586207,47.3571428571429,30.9642857142857,57.9107142857143,110.714285714286,32.0754716981132,32.7547169811321,25,27.7735849056604,80.4878048780488,41,25.0243902439024,43.578947368421,61.5131578947368,78.9473684210526,25.3333333333333,32.68,30.8
"32",2021-08-08,14.8965517241379,18.6206896551724,170.689655172414,25.9310344827586,55.8571428571429,20.9464285714286,39.4285714285714,107.142857142857,60.377358490566,49.1320754716981,25,29.5094339622642,73.1707317073171,0,29.6585365853659,58.7368421052632,23.4868421052632,67.1052631578947,32,20.52,28.6
"33",2021-08-15,16.1379310344828,33.3620689655172,105.172413793103,115.068965517241,64.3571428571428,26.4107142857143,66.5357142857143,137.5,49.0566037735849,49.1320754716981,23,4.33962264150943,119.512195121951,29,29.6585365853659,47.3684210526316,55.921052631579,77.6315789473684,52,25.84,24.9333333333333
"34",2021-08-22,48.4137931034483,22.5,65.5172413793103,108.586206896552,68,37.3392857142857,30.8035714285714,69.6428571428572,118.867924528302,24.5660377358491,36,20.8301886792453,146.341463414634,15,31.5121951219512,45.4736842105263,79.4078947368421,121.052631578947,0,30.4,40.3333333333333
"35",2021-08-29,89.3793103448276,24.8275862068966,43.1034482758621,81.0344827586207,54.6428571428571,33.6964285714286,22.1785714285714,41.0714285714286,71.6981132075472,39.7735849056604,40,27.7735849056604,60.9756097560976,13,32.4390243902439,54.9473684210526,36.9078947368421,105.263157894737,57.3333333333333,43.32,31.5333333333333
"36",2021-09-05,58.3448275862069,16.2931034482759,106.896551724138,131.275862068966,35.2142857142857,46.4464285714286,64.0714285714286,51.7857142857143,90.5660377358491,40.9433962264151,53,26.9056603773585,0,39,30.5853658536585,64.4210526315789,36.9078947368421,131.578947368421,68,31.16,33.7333333333333
"37",2021-09-12,0,13.9655172413793,0,74.551724137931,24.2857142857143,26.4107142857143,57.9107142857143,0,90.5660377358491,59.6603773584906,34,39.9245283018868,0,0,21.3170731707317,37.8947368421053,49.2105263157895,81.5789473684211,109.333333333333,25.08,37.4
"38",2021-09-19,37.2413793103448,11.6379310344828,0,51.8620689655172,26.7142857142857,33.6964285714286,39.4285714285714,53.5714285714286,62.2641509433962,66.6792452830189,39,24.3018867924528,90.2439024390244,36,10.1951219512195,48.3157894736842,48.0921052631579,97.3684210526316,81.3333333333333,31.92,27.8666666666667
"39",2021-09-26,36,19.3965517241379,41.3793103448276,63.2068965517241,38.8571428571429,30.9642857142857,46.8214285714286,85.7142857142857,0,23.3962264150943,29,21.6981132075472,0,14,0,10.4210526315789,43.6184210526316,84.2105263157895,0,28.88,25.6666666666667
"40",2021-10-03,33.5172413793103,22.5,93.1034482758621,95.6206896551724,65.5714285714286,29.1428571428571,46.8214285714286,158.928571428571,0,30.4150943396226,20,11.2830188679245,70.7317073170732,33,19.4634146341463,51.1578947368421,52.5657894736842,0,117.333333333333,42.56,19.8
"41",2021-10-10,27.3103448275862,23.2758620689655,82.7586206896552,98.8620689655172,0,39.1607142857143,32.0357142857143,112.5,0,51.4716981132075,26,39.0566037735849,0,31,21.3170731707317,61.578947368421,30.1973684210526,84.2105263157895,49.3333333333333,34.96,32.2666666666667
"42",2021-10-17,12.4137931034483,28.7068965517241,0,45.3793103448276,68,17.3035714285714,65.3035714285714,57.1428571428571,103.77358490566,62,24,24.3018867924528,131.707317073171,22,19.4634146341463,47.3684210526316,48.0921052631579,50,0,22.8,26.4
"43",2021-10-24,75.7241379310345,18.6206896551724,101.724137931034,0,54.6428571428571,41.8928571428571,61.6071428571429,50,0,72.5283018867924,29,32.9811320754717,68.2926829268293,0,17.609756097561,49.2631578947368,61.5131578947368,0,0,26.6,30.8
"44",2021-10-31,23.5862068965517,26.3793103448276,44.8275862068965,27.551724137931,0,22.7678571428571,66.5357142857143,57.1428571428571,50.9433962264151,58.4905660377358,26,15.622641509434,0,15,21.3170731707317,48.3157894736842,59.2763157894737,53.9473684210526,40,28.88,27.8666666666667
"45",2021-11-07,24.8275862068966,9.31034482758621,0,102.103448275862,82.5714285714286,29.1428571428571,38.1964285714286,112.5,0,0,25,7.81132075471698,0,25,0,40.7368421052632,25.7236842105263,63.1578947368421,90.6666666666667,29.64,24.9333333333333
"46",2021-11-14,31.0344827586207,17.8448275862069,34.4827586206897,0,25.5,26.4107142857143,28.3392857142857,57.1428571428571,58.4905660377359,43.2830188679245,28,26.0377358490566,51.219512195122,24,18.5365853658537,41.6842105263158,70.4605263157895,75,93.3333333333333,22.8,28.6
"47",2021-11-21,40.9655172413793,13.1896551724138,86.2068965517241,42.1379310344828,36.4285714285714,23.6785714285714,0,0,64.1509433962264,54.9811320754717,19,32.1132075471698,82.9268292682927,25,4.63414634146342,36.9473684210526,13.4210526315789,32.8947368421053,52,20.52,24.2
"48",2021-11-28,24.8275862068966,18.6206896551724,0,47,21.8571428571429,18.2142857142857,40.6607142857143,30.3571428571429,0,28.0754716981132,24,28.6415094339623,73.1707317073171,17,24.0975609756098,54,43.6184210526316,71.0526315789474,60,19.76,23.4666666666667
"49",2021-12-05,22.3448275862069,24.8275862068966,29.3103448275862,118.310344827586,18.2142857142857,22.7678571428571,85.0178571428572,105.357142857143,92.4528301886792,18.7169811320755,20,23.4339622641509,129.268292682927,22,6.48780487804878,24.6315789473684,39.1447368421053,28.9473684210526,100,25.84,17.6
"50",2021-12-12,24.8275862068966,32.5862068965517,120.689655172414,126.413793103448,35.2142857142857,34.6071428571429,28.3392857142857,0,0,38.6037735849057,18,18.2264150943396,92.6829268292683,7,22.2439024390244,23.6842105263158,32.4342105263158,47.3684210526316,61.3333333333333,23.56,13.2
